hour_bucket,predicted_total_cost
2024-05-31 00:00:00+00:00,41069538.666666664
2024-05-31 01:00:00+00:00,41069538.666666664
2024-05-31 02:00:00+00:00,41069538.666666664
2024-05-31 03:00:00+00:00,41069538.666666664
2024-05-31 04:00:00+00:00,41069538.666666664
2024-05-31 05:00:00+00:00,41069538.666666664
